Excavation Siglum;Excavation Numbers;Clemens 2001;Clemens 2001 type;Description;Genre;Object Type;Museum Number;Archive/General area;detail in general;Full TEO Findspot;Topographic Point;Find Depth;Associated Text;Script;Language;Size;KTU3;possible relevant (religious) genres;seal;note
RS;['17.426'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4738;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 901 ? 2,10;901;2,1;RS 17.426;Logosyllabic;Akkadian;77 x 63 x 31;;;;
RS;['17.428'];PRAVDA;Letter;Tablet, Logosyllabic Akkadian;;Tablet;DO 4739;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 901 ? 2,10;901;2,1;RS 17.428;Logosyllabic;Akkadian;77 x 61 x 27;;;;
RS;['17.429'];PRAVDA;Letter;Tablet, Logosyllabic Akkadian;;Tablet;DO 4740;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 901 ? 2,10;901;2,1;RS 17.429;Logosyllabic;Akkadian;61 x 43 x 29;;;;
RS;['18.[381]'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;;;unknown;;;RS 18.[381];Alphabetic;Ugaritic;13 x 17 x 12;4.485;;;
RS;['17.430'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4741;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 901 ? 2,10;901;2,1;RS 17.430;Logosyllabic;Akkadian;100 x 87 x 27;;;;
RS;['17.431'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4742;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 901 ? 2,10;901;2,1;RS 17.431;Logosyllabic;Akkadian;43 x 39 x 23;;;;
RS;['17.432'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4743;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 901 ? 2,10;901;2,1;RS 17.432;Logosyllabic;Akkadian;46 x 71 x 21;;;;
RS;['17.433'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 901 ? 2,10;901;2,1;RS 17.433;Logosyllabic;Akkadian;53 x 89 x 28;;;;
RS;['17.445'];PRAVDA;Legal;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Room 90 archive;Palais Royal, room 90, p.t. 1030-1031 ? 2,10;;2,1;RS 17.445;Logosyllabic;Akkadian;20 x 34 x 10;;;;
RIH;['77/08B'];;;;;Tablet;Damas s.n.;Ras Ibn-Hani;;Palais Nord E 86 SW Surface, déblais (30, 31 VII);;;RIH 77/08B;Alphabetic;Ugaritic;24 x 32 x 19;;;;
RIH;['77/10C'];;;;;Tablet;Damas s.n.;Ras Ibn-Hani;;Palais Nord E 86 SW Surface (30 VII);;;RIH 77/10C;Alphabetic;Ugaritic;15 x 25 x 13;;;;
RS;['17.447'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, room 68 (Archives Sud), p.t. 1191 ? 2,25;1191;2,25;RS 17.447;Logosyllabic;Akkadian;30 x 29 x 17;;;;
RS;['17.448'];;;Tablet, Logosyllabic Akkadian;;Tablet;;Debris;;Déblais;;;RS 17.448;Logosyllabic;Akkadian;16 x 21;;;;
RS;['17.449'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, rooms 68-69 (Archives Sud), p.t. 1184, ? 1,50;1184;1,5;RS 17.449;Logosyllabic;Akkadian;31 x 32 x 26;;;;
RS;['17.450'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, cour V, p.t. 770 ? 0,55;770;0,55;RS 17.450;Logosyllabic;Akkadian;35 x 32 x 24;;;;
RS;['17.451'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Literate’s House;;Quartier Résidentiel, Maison du Lettré, p.t. 848 ? 0,60;848;0,6;RS 17.451;Logosyllabic;Akkadian;33 x 57 x 26;;;;
RS;['17.452'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 825 ? 0,30;825;0,3;RS 17.452;Logosyllabic;Akkadian;40 x 54 x 26;;;;
RS;['17.453'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 827 ? 0,20;827;0,2;RS 17.453;Logosyllabic;Akkadian;33 x 25 x 19;;;;
RS;['17.454'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, room 68 (Archives Sud), p.t. 1181 ? 2,10;1181;2,1;RS 17.454;Logosyllabic;Akkadian;20 x 31 x 15;;;;
RS;['17.455'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Literate’s House;;Quartier Résidentiel, Maison du Lettré, p.t. 918 ? 1,60;918;1,6;RS 17.455;Logosyllabic;Akkadian;20 x 37 x 20;;;;
RS;['19.096'];;;Tablet, Alphabetic Ugaritic;;Tablet;DO 5076;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest);;;RS 19.096;Alphabetic;Ugaritic;245 x 169 x 35;4.635;;;
RS;['19.097'];;;Tablet, Alphabetic Ugaritic;;Tablet;DO 5077;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest);;;RS 19.097;Alphabetic;Ugaritic;197 x 126 x 38;4.636;;;
RS;['17.456'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, room 69 (Archives Sud), p.t. 1010 ? 0,30;1010;0,3;RS 17.456;Logosyllabic;Akkadian;50 x 37 x 20;;;;
RS;['17.457'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, cour V, p.t. 792 ? 0,60;792;0,6;RS 17.457;Logosyllabic;Akkadian;28 x 14 x 24;;;;
RS;['19.100A'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal room 80 (Archives Sud-Ouest), p.t. 1563 ? 2,85;1563;2,85;RS 19.100A;Alphabetic;Ugaritic;32 x 47 x 9;3.24;;;
RS;['19.100B'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal room 80 (Archives Sud-Ouest), p.t. 1563 ? 2,85;1563;2,85;RS 19.100B;Alphabetic;Ugaritic;53 x 64 x 23;4.638;;;
RS;['19.100C'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal room 80 (Archives Sud-Ouest), p.t. 1563 ? 2,85;1563;2,85;RS 19.100C;Alphabetic;Ugaritic;70 x 69 x 23;4.639;;;
RS;['19.100D'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal room 80 (Archives Sud-Ouest), p.t. 1563 ? 2,85;1563;2,85;RS 19.100D;Alphabetic;Ugaritic;35 x 35 x 7;4.640;;;
RS;['19.100E'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal room 80 (Archives Sud-Ouest), p.t. 1563 ? 2,85;1563;2,85;RS 19.100E;Alphabetic;Ugaritic;22 x 37 x 9;4.641;;;
RS;['19.100F'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal room 80 (Archives Sud-Ouest), p.t. 1563 ? 2,85;1563;2,85;RS 19.100F;Alphabetic;Ugaritic;18 x 24 x 15;;;;
RS;['17.458'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, rooms 68-69 (Archives Sud), p.t. 1186 ? 2,40;1186;2,4;RS 17.458;Logosyllabic;Akkadian;37 x 14 x 23;;;;
RIH;['77/10D'];;;;;Tablet;Damas s.n.;Ras Ibn-Hani;;Palais Nord E 86 SW Surface (30 VII);;;RIH 77/10D;Alphabetic;Ugaritic;10 x 11 x 6;;;;
RS;['19.103'];PRAVDA;;Tablet, Alphabetic Ugaritic;;Tablet;DO 5082;Royal Palace;Southwestern archives;Palais Royal room 80 (Archives Sud-Ouest), p.t. 1563 ? 2,85;1563;2,85;RS 19.103;Alphabetic;Ugaritic;52 x 54 x 20;4.642;record/religious/mrzh;;
RS;['17.459'];PRAVDA;Legal;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, room 68 (Archives Sud), p.t. 1180 ? 2,10;1180;2,1;RS 17.459;Logosyllabic;Akkadian;12 x 31 x 19;;;;
RIH;['77/12'];;;;;Tablet;DO 8367;Ras Ibn-Hani;;Palais Nord E 85 NW Déblais (1 VIII);;;RIH 77/12;Alphabetic;Ugaritic;38 x 55 x 29;;;;
RIH;['77/14B'];;;;;Tablet;DO 8368;Ras Ibn-Hani;;Palais Nord E 86 SW, Cour II, entre -0,00 et -1,30 (3 VIII);;;RIH 77/14B;Alphabetic;Ugaritic;37 x 50 x 18;;;;
RS;['17.460'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, cour V, p.t. 1193 ? 1,40;1193;1,4;RS 17.460;Logosyllabic;Akkadian;19 x 20 x 15;;;;
RS;['19.108'];;;Tablet;;Tablet;DO 5150;Royal Palace;;Palais Royal, angle SE, room 91, p.t. 1572 ? 1,40;1572;1,4;;;;29 x 37 x 13;;;;
RS;['19.109'];;;Tablet, Alphabetic Ugaritic;;Tablet;DO 5087;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest), p.t. 1548 ? 2,10;1548;2,1;RS 19.109;Alphabetic;Ugaritic;68 x 51 x 22;4.645;;;
RS;['17.461'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;;Palais Royal (Archives Sud), rue ? l'E de room 68, p.t. 1041 ? 0,70;1041;0,7;RS 17.461;Logosyllabic;Akkadian;28 x 30 x 17;;;;
RS;['17.462'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, room 68 (Archives Sud), p.t. 1181 ? 2,10;1181;2,1;RS 17.462;Logosyllabic;Akkadian;26 x 25 x 20;;;;
RS;['17.463[A]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 901;;;RS 17.463 [A];Logosyllabic;Akkadian;9 x 15 x 2;;;;
RS;['17.463[B]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 901;;;RS 17.463 [B];Logosyllabic;Akkadian;10 x 2 x 2;;;;
RS;['17.463'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Eastern archive;Palais Royal, room 56 (Archives Est), p.t. 901;;;RS 17.463;Logosyllabic;Akkadian;16 x 21 x 3;;;;
RS;['17.464'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;;;unknown;;;RS 17.464;Logosyllabic;Akkadian;25 x 15 x 14;;;;
RS;['17.465'];;;Tablet, Logosyllabic Akkadian;;Tablet;;House of Rašapabu;;Quartier Résidentiel, Maison de Rashapabu, p.t. 1081 ? 1,80;1081;1,8;RS 17.465;Logosyllabic;Akkadian;34 x 22 x 12;;;;
RS;['18.[306]'];;;Tablet, Alphabetic Ugaritic with Akkadian summaries;;Tablet;Damas s.n.;;;unknown;;;RS 18.[306];"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";105 x 64 x 28;4.435;;;
RS;['18.[310]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;;;RS 18.[310];Logosyllabic;Akkadian;30 x 31 x 23;;;;
RS;['18.[311]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;;;RS 18.[311];Logosyllabic;Akkadian;35 x 26 x 22;;;;
RS;['18.[313]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;;;RS 18.[313];Logosyllabic;Akkadian;50 x 61 x 25;;;;
RS;['18.[514][G]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, room 77, p.t. 1514 ? 2,90;1514;2,9;RS 18.[514] [G];Logosyllabic;Akkadian;14 x 12 x 13;;;;
RS;['18.[529][E]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, cour V (Archives Sud-Ouest), p.t. 1362 ? 2,60;1362;2,6;RS 18.[529] [E];Logosyllabic;Akkadian;10 x 5 x 4;;;;
RIH;['77/16'];;;;;Tablet;DO 8370;Ras Ibn-Hani;;Palais Nord E 86 SW, Cour II (3 VIII);;;RIH 77/16;Alphabetic;Ugaritic;80 x 84 x 30;;;;
RS;['18.[534]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales);;;RS 18.[534];Logosyllabic;Akkadian;31 x 23 x 13;;;;
RS;['18.[537]'];;;Tablet, Logosyllabic Akkadian;;Tablet;;;;unknown;;;RS 18.[537];Logosyllabic;Akkadian;;;;;
RIH;['77/26B'];;;;;Tablet;Damas s.n.;Ras Ibn-Hani;;Palais Nord E 85 NW Déblais (13 VIII);;;RIH 77/26B;Alphabetic;Ugaritic;46 x 46 x 26;;;;
RS;['18.001'];PRAVDA;Legal;Tablet, Logosyllabic Akkadian;;Tablet;DO 4753;Royal Palace;Southern archive;Palais Royal, room 69 (Archives Sud), p.t. 1239 ? 2,05;1239;2,05;RS 18.001;Logosyllabic;Akkadian;58 x 51 x 22;;;;
RS;['18.002'];PRAVDA;Legal;Tablet, Logosyllabic Akkadian;;Tablet;DO 4754;Royal Palace;Southern archive;Palais Royal, room 69 (Archives Sud), p.t. 1229 ? 3,40 (s/sol);1229;3,4;RS 18.002;Logosyllabic;Akkadian;55 x 77 x 23;;;;
RS;['18.003'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4755;Royal Palace;Southern archive;Palais Royal, room 68 (Archives Sud), p.t. 1220 ? 3,40 (s/sol);1220;3,4;RS 18.003;Logosyllabic;Akkadian;107 x 77 x 33;;;;
RS;['18.004'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4756;Royal Palace;Southern archive;Palais Royal, room 69 (Archives Sud), p.t. 1255 ? 2,30;1255;2,3;RS 18.004;Logosyllabic;Akkadian;78 x 68 x 34;;;;
RS;['18.006', '17.365'];PRAVDA;Legal;Tablet, Logosyllabic Akkadian;;Tablet;DO 4703 + 4758;Royal Palace;;Palais Royal, cour V, p.t. 1206 ? 1,55;1206;1,55;RS 17.365+;Logosyllabic;Akkadian;41 x 48 x 28 56 x 71 x 32;;;;
RS;['18.019'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4764;Royal Palace;Southern archive;Palais Royal, room 69 (Archives Sud), p.t. 1277 ? 3,35;1277;3,35;RS 18.019;Logosyllabic;Akkadian;67 x 63 x 41;;;;
RS;['18.020', '17.371'];PRAVDA;Legal;Tablet, Logosyllabic Akkadian;;Tablet;DO 4711;Royal Palace;;Palais Royal, cour V, p.t. 1221 ? 1,70;1221;1,7;RS 17.371+;Logosyllabic;Akkadian;81 x 74 x 40;;;;
RS;['18.021'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4765;Royal Palace;Southern archive;Palais Royal, room 69 (Archives Sud), p.t. 1247 ? 2,0;1247;2;RS 18.021;Logosyllabic;Akkadian;98 x 68 x 30;;;;
RS;['18.022'];PRAVDA;Legal?;Tablet, Logosyllabic Akkadian;;Tablet;DO 4766;Royal Palace;;Palais Royal, cour V, p.t. 1346 ? 1,50;1346;1,5;RS 18.022;Logosyllabic;Akkadian;83 x 77 x 29;;;;
RS;['18.027'];;;Tablet, Alphabetic Ugaritic, Logosyllabic Akkadian;;Tablet;DO 4771;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331 ? 2,90;1331;2,9;RS 18.027;"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";108 x 67 x 30;4.340;;;
RIH;['78/13B'];;;;;Tablet;;Ras Ibn-Hani;;Palais Nord E 86 SE, L. VII;;;RIH 78/13B;Alphabetic;Ugaritic;;;;;
RS;['19.137'];;;Tablet;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 203, p.t. 1635 ? 2,30;1635;2,3;;;;22 x 32 x 21;;;;
RS;['18.053'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4796;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 1414 ? 2,75;1414;2,75;RS 18.053;Logosyllabic;Akkadian;39 x 54 x 24;;;;
RS;['18.054'];PRAVDA;Letter;Tablet, Logosyllabic Akkadian;;Tablet;DO 4797;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1335 ? 3,0;1335;3;RS 18.054;Logosyllabic;Akkadian;55 x 63 x 25;;;;
RS;['18.054A'];PRAVDA;Letter;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1335 ? 3,0;1335;3;RS 18.054A;Logosyllabic;Akkadian;22 x 34 x 18;;;;
RS;['18.054B'];PRAVDA;Letter;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1335 ? 3,0;1335;3;RS 18.054B;Logosyllabic;Akkadian;14 x 24 x 7;;;;
RS;['18.057'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4800;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1341 ? 2,90;1341;2,9;RS 18.057;Logosyllabic;Akkadian;44 x 37 x 10;;;;
RIH;['79/01'];;;;;Tablet;DO 8395;Ras Ibn-Hani;;Palais Nord F 85 NW, L. VI;;;RIH 79/01;Alphabetic;Ugaritic;70 x 50 x 30;;;;
RIH;['79/02'];;;;;Tablet;DO 8396;Ras Ibn-Hani;;Palais Nord F 86 SW, ? -0,30;;;RIH 79/02;Alphabetic;Ugaritic;34 x 37 x 19;;;;
RIH;['79/04A'];;;;;Tablet;DO 8397;Ras Ibn-Hani;;Palais Nord E 86 NE Démolition de la berme sud;;;RIH 79/04[A];Alphabetic;Ugaritic;59 x 30 x 32;;;;
RIH;['79/06'];;;;;Tablet;DO 8399;Ras Ibn-Hani;;Palais Nord L. XII/L. XI, ? 2,20;;;RIH 79/06;Alphabetic;Ugaritic;62 x 59 x 24;;;;
RIH;['79/07'];;;;;Tablet;DO 8400;Ras Ibn-Hani;;Palais Nord L. VIII, déblais mur n.;;;RIH 79/07;Alphabetic;Ugaritic;48 x 40 x 28;;;;
RIH;['79/08'];;;;;Tablet;DO 8401;Ras Ibn-Hani;;Palais Nord L. VII, dans la fosse, ? -2,40;;;RIH 79/08;Alphabetic;Ugaritic;28 x 37 x 20;;;;
RS;['18.089'];PRAVDA;Letter;Tablet, Logosyllabic Akkadian;;Tablet;DO 4817;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1470 ? 0,70;1470;0,7;RS 18.089;Logosyllabic;Akkadian;77 x 57 x 22;;;;
RS;['18.090'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4818;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1467 ? 0,30;1467;0,3;RS 18.090;Logosyllabic;Akkadian;59 x 52 x 23;;;;
RS;['18.091'];;;Weight, Logosyllabic Akkadian (bronze weight, olive shaped);;Weight;;;;surface, p.t. top. 1354 (3 m. 25)~From KTU3;;;RS 18.091;Logosyllabic;Akkadian;;6.97;;;
RS;['18.100'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4821;Royal Palace;;Palais Royal, room 29, p.t. 1501 sous mur (nettoyage);1501;;RS 18.100;Logosyllabic;Akkadian;74 x 69 x 31;;;;
RS;['18.101A'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4822;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1339 ? 2,50;1339;2,5;RS 18.101A;Logosyllabic;Akkadian;30 x 45 x 18;;;;
RS;['18.101B'];;;Tablet, Logosyllabic Akkadian;;Tablet;;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1339 ? 2,50;1339;2,5;RS 18.101B;Logosyllabic;Akkadian;35 x 36 x 19;;;;
RS;['18.102'];;;Tablet, Alphabetic Ugaritic, Logosyllabic Akkadian;;Tablet;DO 4823;Royal Palace;Room 90 archive;Palais Royal, room 90, p.t. 1491 ? 1,05;1491;1,05;RS 18.102;"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";56 x 40 x 34;4.381;;;
RS;['18.114'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4832;House of Yabninu;;Palais Sud, room 201, p.t. 1472 ? 1,45;1472;1,45;RS 18.114;Logosyllabic;Akkadian;56 x 60 x 33;;;;
RS;['18.115'];PRAVDA;Legal;Tablet, Logosyllabic Akkadian;;Tablet;DO 4833;Royal Palace;;Palais Royal, cour V, p.t. 1442 ? 2,20;1442;2,2;RS 18.115;Logosyllabic;Akkadian;82 x 58 x 19;;;;
RS;['18.116'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4834;Royal Palace;;Palais Royal, room 76, p.t. 1487 ? 1,40;1487;1,4;RS 18.116;"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";76 x 119 x 20;4.768;;;
RS;['18.145[A]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331 ? 2,90;1331;2,9;RS 18.145 [A];Logosyllabic;Akkadian;43 x 48 x 19;;;;
RS;['18.145[B]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331 ? 2,90;1331;2,9;RS 18.145 [B];Logosyllabic;Akkadian;39 x 39 x 18;;;;
RS;['18.252'];PRAVDA;;Tablet, Alphabetic Ugaritic with counts of men;;Tablet;DO 4860;Royal Palace;;Palais Royal, room 5, p.t. 1518;;;RS 18.252;"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";43 x 57 x 18;4.416;;;
RS;['18.264'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4862;Royal Palace;;Palais Royal, cour V, p.t. 1254 (déblais);;;RS 18.264;Logosyllabic;Akkadian;26 x 26 x 16;;;;
RS;['18.265[A]'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, cour V, p.t. 1276 (déblais);;;RS 18.265 [A];Logosyllabic;Akkadian;26 x 18 x 14;;;;
RS;['18.266'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4863;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1316 ? 2,20;1316;2,2;RS 18.266;Logosyllabic;Akkadian;37 x 31 x 17;;;;
RS;['18.267'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1316 ? 2,20;1316;2,2;RS 18.267;Logosyllabic;Akkadian;47 x 28 x 11;;;;
RS;['18.268'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1316 ? 2,20;1316;2,2;RS 18.268;Logosyllabic;Akkadian;33 x 37 x 17;;;;
RS;['18.269'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1316 ? 2,20;1316;2,2;RS 18.269;Logosyllabic;Akkadian;19 x 23 x 10;;;;
RS;['18.270'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4864;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1319 ? 2,20;1319;2,2;RS 18.270;Logosyllabic;Akkadian;37 x 33 x 18;;;;
RS;['18.271'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4865;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1320 ? 2,20;1320;2,2;RS 18.271;Logosyllabic;Akkadian;15 x 44 x 17;;;;
RS;['18.272'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1320 ? 2,20;1320;2,2;RS 18.272;Logosyllabic;Akkadian;32 x 19 x 16;;;;
RS;['18.273'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4866;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;;;RS 18.273;Logosyllabic;Akkadian;70 x 60 x 40;;;;
RS;['18.273A'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;;;RS 18.273A;Logosyllabic;Akkadian;37 x 34 x 25;;;;
RIH;['79/10'];;;;;Tablet;DO 8402;Ras Ibn-Hani;;Palais Nord Déblais;;;RIH 79/10;Alphabetic;Ugaritic;87 x 85 x 28;;;;
RIH;['80/02'];;;;;Tablet;DO 8403;Ras Ibn-Hani;;Palais Nord Déblais D 86 NE ?;;;RIH 80/02;Alphabetic;Ugaritic;71 x 92 x 34;;;;
RIH;['80/03'];;;;;Tablet;DO 8404;Ras Ibn-Hani;;Palais Nord D 85 NE ? 0,20;;;RIH 80/03;Alphabetic;Ugaritic;39 x 63 x 24;;;;
RIH;['80/04'];;;;;Tablet;DO 8405;Ras Ibn-Hani;;Palais Nord D 85 NW;;;RIH 80/04;Alphabetic;Ugaritic;64 x 35 x 20;;;;
RIH;['80/05'];;;;;Tablet;DO 8406;Ras Ibn-Hani;;Palais Nord D 85 NE;;;RIH 80/05;Alphabetic;Ugaritic;61 x 44 x 16;;;;
RIH;['81/02'];;;;;Tablet;Damas s.n.;Ras Ibn-Hani;;Palais Nord D 85 NE;;;RIH 81/02;Alphabetic;Ugaritic;41 x 38 x 23;;;;
RIH;['81/03'];;;;;Tablet;DO 8407;Ras Ibn-Hani;;Palais Nord E 86 NW, L. I, fosse sous escalier;;;RIH 81/03;Alphabetic;Ugaritic;80 x 65 x 35;;;;
RIH;['82/01'];;;;;Tablet;Damas s.n.;Ras Ibn-Hani;;Palais Nord D 86 NE, Cour II;;;RIH 82/01;Alphabetic;Ugaritic;16 x 50 x 18;;;;
RIH;['83/01'];;;;;Tablet;Lattakié;Ras Ibn-Hani;;Palais Nord E 87 SE;;;RIH 83/01;Alphabetic;Ugaritic;87 x 68 x 28;;;;
RIH;['83/03'];;;;;Tablet;DO 8409;Ras Ibn-Hani;;Palais Nord E 87 NE;;;RIH 83/03;Alphabetic;Ugaritic;38 x 35 x 8;;;;
RIH;['83/04'];;;;;Tablet;Damas s.n.;Ras Ibn-Hani;;Palais Nord E 87 NE, L. XXIX;;;RIH 83/04;Alphabetic;Ugaritic;45 x 70 x 23;;;;
RIH;['83/05'];;;;;Tablet;DO 8410;Ras Ibn-Hani;;Palais Nord E 87 SE berme n., ? -0,15;;;RIH 83/05;Alphabetic;Ugaritic;82 x 103 x 31;;;;
